Target_ID,RA (deg),Dec (deg),Peak_Time_MJD,Redshift,Peak_Magnitude,Peak_Real_Time (UTC),MAST_Visible_Now,MAST_Visible_Future,SOXS_Visible_Now,SOXS_Visible_Future,WILDS_Visible_Now,WILDS_Visible_Future,MAST_Obs_Windows_48h,SOXS_Obs_Windows_48h,WILDS_Obs_Windows_48h
ULTRASAT_SN_11884,255.33566,59.388206,59210.504,0.10955,19.76835,2020-12-27 12:05:45.600,False,False,False,False,False,False,"[(np.float64(14.75), np.float64(15.0)), (np.float64(38.75), np.float64(39.0))]",[],"[(np.float64(0.25), np.float64(0.75)), (np.float64(24.0), np.float64(24.75)), (np.float64(48.0), np.float64(48.0))]"
ULTRASAT_SN_11914,254.4769,55.93796,59334.652,0.12875,20.142534,2021-04-30 15:38:52.800,False,False,False,False,False,False,"[(np.float64(3.25), np.float64(9.75)), (np.float64(27.25), np.float64(33.75))]",[],"[(np.float64(12.5), np.float64(19.25)), (np.float64(36.5), np.float64(43.25))]"
ULTRASAT_SN_12212,237.73003,56.799736,59338.395,0.11455,19.23706,2021-05-04 09:28:48.000,False,False,False,False,True,True,"[(np.float64(8.5), np.float64(15.75)), (np.float64(32.5), np.float64(39.75))]",[],"[(np.float64(0.0), np.float64(1.25)), (np.float64(18.5), np.float64(25.25)), (np.float64(42.5), np.float64(48.0))]"
ULTRASAT_SN_12220,51.336758,-40.641636,59055.414,0.12655,19.439407,2020-07-25 09:56:09.600,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(0.0)), (np.float64(21.0), np.float64(24.0)), (np.float64(45.0), np.float64(48.0))]",[]
ULTRASAT_SN_12257,241.07683,56.836006,59248.062,0.10685,20.127821,2021-02-03 01:29:16.800,True,True,False,False,False,False,"[(np.float64(0.0), np.float64(1.5)), (np.float64(22.0), np.float64(25.5)), (np.float64(46.0), np.float64(48.0))]",[],"[(np.float64(7.5), np.float64(11.25)), (np.float64(31.5), np.float64(35.25))]"
ULTRASAT_SN_12466,58.395226,-51.952152,59077.113,0.10085,19.23092,2020-08-16 02:42:43.200,False,False,False,False,False,False,[],"[(np.float64(3.25), np.float64(7.0)), (np.float64(27.0), np.float64(31.0))]",[]
ULTRASAT_SN_12636,265.8981,66.07345,59343.406,0.08695,18.466793,2021-05-09 09:44:38.400,False,False,False,False,True,True,"[(np.float64(9.0), np.float64(15.5)), (np.float64(33.0), np.float64(39.5))]",[],"[(np.float64(0.0), np.float64(1.0)), (np.float64(18.25), np.float64(25.0)), (np.float64(42.25), np.float64(48.0))]"
ULTRASAT_SN_12639,253.01048,56.58764,59262.547,0.09995,19.11789,2021-02-17 13:07:40.800,False,False,False,False,False,False,"[(np.float64(10.25), np.float64(13.75)), (np.float64(34.25), np.float64(37.75))]",[],"[(np.float64(19.5), np.float64(23.5)), (np.float64(43.5), np.float64(47.5))]"
ULTRASAT_SN_12712,262.91522,66.25758,59260.652,0.08075,18.38663,2021-02-15 15:38:52.800,False,False,False,False,False,False,"[(np.float64(8.5), np.float64(11.25)), (np.float64(32.25), np.float64(35.25))]",[],"[(np.float64(17.5), np.float64(21.0)), (np.float64(41.25), np.float64(45.0))]"
ULTRASAT_SN_12735,260.077,66.44839,59193.0,0.11595,19.36066,2020-12-10 00:00:00.000,False,False,False,False,False,False,[],[],[]
ULTRASAT_SN_12792,256.80096,55.170536,59248.074,0.10995,20.140738,2021-02-03 01:46:33.600,True,True,False,False,False,False,"[(np.float64(0.0), np.float64(1.25)), (np.float64(22.75), np.float64(25.25)), (np.float64(46.75), np.float64(48.0))]",[],"[(np.float64(8.25), np.float64(11.0)), (np.float64(32.25), np.float64(35.0))]"
ULTRASAT_SN_12827,50.031822,-44.87014,59042.17,0.11875,19.609875,2020-07-12 04:04:48.000,False,False,False,False,False,False,[],"[(np.float64(3.75), np.float64(6.0)), (np.float64(27.75), np.float64(30.0))]",[]
ULTRASAT_SN_12889,58.31966,-44.666695,59052.016,0.11155,20.978321,2020-07-22 00:23:02.400,False,False,False,False,False,False,[],"[(np.float64(7.25), np.float64(9.75)), (np.float64(31.25), np.float64(33.75))]",[]
ULTRASAT_SN_12949,55.184223,-40.625793,59113.39,0.11915,20.561836,2020-09-21 09:21:36.000,False,False,False,False,False,False,[],"[(np.float64(18.25), np.float64(23.75)), (np.float64(42.0), np.float64(47.75))]",[]
ULTRASAT_SN_12983,258.61652,52.90599,59323.777,0.06365,18.717575,2021-04-19 18:38:52.800,False,False,False,False,False,False,"[(np.float64(1.25), np.float64(7.0)), (np.float64(25.25), np.float64(31.0))]",[],"[(np.float64(10.75), np.float64(16.5)), (np.float64(34.5), np.float64(40.5))]"
ULTRASAT_SN_13049,65.40422,-40.538998,59118.633,0.07945,19.057888,2020-09-26 15:11:31.200,False,False,False,False,False,False,[],"[(np.float64(12.75), np.float64(17.75)), (np.float64(36.5), np.float64(41.75))]",[]
ULTRASAT_SN_13110,61.350384,-49.840538,59173.7,0.12465,20.845772,2020-11-20 16:48:00.000,False,False,False,False,False,False,[],"[(np.float64(8.25), np.float64(15.25)), (np.float64(32.25), np.float64(39.25))]",[]
ULTRASAT_SN_13224,65.65593,-42.12073,59036.41,0.11155,18.99068,2020-07-06 09:50:24.000,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(0.25)), (np.float64(23.25), np.float64(24.25)), (np.float64(47.25), np.float64(48.0))]",[]
ULTRASAT_SN_13531,254.34996,59.380096,59330.67,0.03795,16.896923,2021-04-26 16:04:48.000,False,False,False,False,False,False,"[(np.float64(3.0), np.float64(9.25)), (np.float64(27.0), np.float64(33.25))]",[],"[(np.float64(12.25), np.float64(19.0)), (np.float64(36.0), np.float64(43.0))]"
ULTRASAT_SN_13541,48.506645,-43.906067,59037.81,0.11965,18.808207,2020-07-07 19:26:24.000,False,False,False,False,False,False,[],"[(np.float64(12.5), np.float64(14.75)), (np.float64(36.5), np.float64(38.75))]",[]
ULTRASAT_SN_13740,245.56453,58.556263,59209.16,0.07105,19.7801,2020-12-26 03:50:24.000,False,False,False,False,False,False,"[(np.float64(22.5), np.float64(23.25)), (np.float64(46.5), np.float64(47.25))]",[],"[(np.float64(7.75), np.float64(9.0)), (np.float64(31.75), np.float64(33.0))]"
ULTRASAT_SN_14102,253.41864,58.821156,59186.26,0.09215,18.36992,2020-12-03 06:14:24.000,False,False,False,False,False,False,[],[],[]
ULTRASAT_SN_14598,232.5525,62.163937,59265.4,0.07455,17.71944,2021-02-20 09:36:00.000,False,False,False,False,True,True,"[(np.float64(12.25), np.float64(17.25)), (np.float64(36.0), np.float64(41.25))]",[],"[(np.float64(0.0), np.float64(3.0)), (np.float64(21.25), np.float64(27.0)), (np.float64(45.25), np.float64(48.0))]"
ULTRASAT_SN_14948,54.74289,-48.653095,59113.586,0.08355,18.948727,2020-09-21 14:03:50.400,False,False,False,False,False,False,[],"[(np.float64(13.25), np.float64(19.0)), (np.float64(37.25), np.float64(43.0))]",[]
ULTRASAT_SN_15034,244.4649,57.905647,59163.285,0.10565,18.658623,2020-11-10 06:50:24.000,False,False,False,False,False,False,[],[],"[(np.float64(19.25), np.float64(19.25)), (np.float64(43.25), np.float64(43.25))]"
ULTRASAT_SN_15211,249.82396,62.41323,59165.168,0.12605,19.963177,2020-11-12 04:01:55.200,False,False,False,False,False,False,"[(np.float64(12.25), np.float64(12.25))]",[],"[(np.float64(22.0), np.float64(22.5)), (np.float64(46.0), np.float64(46.5))]"
ULTRASAT_SN_15462,49.222294,-40.276478,59142.758,0.05105,18.015362,2020-10-20 18:11:31.200,False,False,False,False,False,False,[],"[(np.float64(7.0), np.float64(14.25)), (np.float64(31.0), np.float64(38.25))]",[]
ULTRASAT_SN_15463,67.43614,-48.953964,59199.54,0.12785,19.59906,2020-12-16 12:57:36.000,False,False,False,False,False,False,[],"[(np.float64(12.5), np.float64(19.0)), (np.float64(36.5), np.float64(43.0))]",[]
ULTRASAT_SN_15567,57.624146,-47.37424,59139.598,0.04105,20.039608,2020-10-17 14:21:07.200,False,False,False,False,False,False,[],"[(np.float64(11.5), np.float64(18.25)), (np.float64(35.5), np.float64(42.25))]",[]
ULTRASAT_SN_15634,259.443,65.392166,59327.094,0.07885,18.193062,2021-04-23 02:15:21.600,False,False,False,False,False,False,"[(np.float64(17.25), np.float64(23.25)), (np.float64(41.0), np.float64(47.25))]",[],"[(np.float64(2.25), np.float64(8.75)), (np.float64(26.25), np.float64(32.75))]"
ULTRASAT_SN_16076,57.907963,-51.04841,59064.223,0.06565,17.731062,2020-08-03 05:21:07.200,False,False,False,False,False,False,[],"[(np.float64(1.5), np.float64(4.5)), (np.float64(25.25), np.float64(28.5))]",[]
ULTRASAT_SN_16949,60.287735,-44.188923,59196.78,0.09875,18.953144,2020-12-13 18:43:12.000,False,False,False,False,False,False,[],"[(np.float64(6.5), np.float64(13.25)), (np.float64(30.75), np.float64(37.25))]",[]
ULTRASAT_SN_16982,67.385056,-51.397465,59013.605,0.12175,19.50793,2020-06-13 14:31:12.000,False,False,False,False,False,False,[],[],[]
ULTRASAT_SN_17027,64.50117,-39.725163,59051.742,0.12355,20.105873,2020-07-21 17:48:28.800,False,False,False,False,False,False,[],"[(np.float64(14.5), np.float64(16.25)), (np.float64(38.25), np.float64(40.25))]",[]
ULTRASAT_SN_17044,54.669113,-48.358814,59187.426,0.10895,18.994822,2020-12-04 10:13:26.400,False,False,False,False,False,False,[],"[(np.float64(15.0), np.float64(21.75)), (np.float64(39.0), np.float64(45.75))]",[]
ULTRASAT_SN_17052,63.284073,-46.801064,59115.254,0.12345,19.343473,2020-09-23 06:05:45.600,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(3.0)), (np.float64(21.75), np.float64(27.0)), (np.float64(45.5), np.float64(48.0))]",[]
ULTRASAT_SN_17115,237.16846,61.876404,59292.652,0.11075,19.59675,2021-03-19 15:38:52.800,False,False,False,False,False,False,"[(np.float64(4.75), np.float64(10.75)), (np.float64(28.5), np.float64(34.5))]",[],"[(np.float64(13.75), np.float64(20.25)), (np.float64(37.75), np.float64(44.25))]"
ULTRASAT_SN_17163,262.93665,63.604214,59205.547,0.08915,18.907486,2020-12-22 13:07:40.800,False,False,False,False,False,False,[],[],"[(np.float64(23.75), np.float64(23.75)), (np.float64(47.75), np.float64(47.75))]"
ULTRASAT_SN_17280,62.625134,-45.710724,59090.387,0.11535,19.354515,2020-08-29 09:17:16.800,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(0.25)), (np.float64(20.0), np.float64(24.25)), (np.float64(44.0), np.float64(48.0))]",[]
ULTRASAT_SN_17283,48.592285,-52.501606,59178.29,0.08725,18.974024,2020-11-25 06:57:36.000,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(1.0)), (np.float64(18.0), np.float64(25.0)), (np.float64(42.0), np.float64(48.0))]",[]
ULTRASAT_SN_17467,53.731354,-44.24038,59068.348,0.10085,18.94512,2020-08-07 08:21:07.200,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(1.5)), (np.float64(22.0), np.float64(25.5)), (np.float64(45.75), np.float64(48.0))]",[]
ULTRASAT_SN_17633,244.73299,57.182323,59350.316,0.12135,19.250763,2021-05-16 07:35:02.400,False,False,False,False,True,True,"[(np.float64(10.5), np.float64(17.5)), (np.float64(34.5), np.float64(41.5))]",[],"[(np.float64(0.0), np.float64(3.0)), (np.float64(20.5), np.float64(27.0)), (np.float64(44.5), np.float64(48.0))]"
ULTRASAT_SN_17656,57.493916,-51.057674,59070.71,0.07935,18.593603,2020-08-09 17:02:24.000,False,False,False,False,False,False,[],"[(np.float64(13.25), np.float64(16.75)), (np.float64(37.25), np.float64(40.75))]",[]
ULTRASAT_SN_17692,247.31891,56.81849,59275.02,0.11605,19.423244,2021-03-02 00:28:48.000,True,True,False,False,False,False,"[(np.float64(0.0), np.float64(2.25)), (np.float64(21.75), np.float64(26.25)), (np.float64(45.75), np.float64(48.0))]",[],"[(np.float64(7.0), np.float64(12.0)), (np.float64(31.0), np.float64(36.0))]"
ULTRASAT_SN_17762,56.305096,-47.74699,59114.25,0.12855,19.461815,2020-09-22 06:00:00.000,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(3.0)), (np.float64(21.25), np.float64(27.0)), (np.float64(45.25), np.float64(48.0))]",[]
ULTRASAT_SN_17917,63.534748,-43.6475,59017.71,0.10715,20.589727,2020-06-17 17:02:24.000,False,False,False,False,False,False,[],[],[]
ULTRASAT_SN_18624,65.114815,-49.27284,59033.266,0.06455,17.639366,2020-07-03 06:23:02.400,False,False,False,False,False,False,[],"[(np.float64(3.0), np.float64(3.75)), (np.float64(26.75), np.float64(27.75))]",[]
ULTRASAT_SN_18700,237.23157,53.20578,59211.336,0.08955,19.324345,2020-12-28 08:03:50.400,False,False,False,False,False,False,"[(np.float64(17.75), np.float64(19.0)), (np.float64(41.75), np.float64(43.0))]",[],"[(np.float64(3.25), np.float64(4.75)), (np.float64(27.0), np.float64(28.75))]"
ULTRASAT_SN_18940,254.01823,54.497314,59277.176,0.06345,18.009228,2021-03-04 04:13:26.400,False,False,False,False,False,False,"[(np.float64(18.25), np.float64(22.25)), (np.float64(42.25), np.float64(46.25))]",[],"[(np.float64(3.75), np.float64(8.0)), (np.float64(27.75), np.float64(32.0))]"
ULTRASAT_SN_19205,67.200745,-50.294273,59171.094,0.08725,19.053125,2020-11-18 02:15:21.600,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(5.75)), (np.float64(22.75), np.float64(29.75)), (np.float64(46.75), np.float64(48.0))]",[]
ULTRASAT_SN_19326,50.95584,-50.894024,59186.65,0.09255,18.518824,2020-12-03 15:36:00.000,False,False,False,False,False,False,[],"[(np.float64(9.5), np.float64(16.25)), (np.float64(33.5), np.float64(40.25))]",[]
ULTRASAT_SN_19365,256.12836,54.17856,59266.457,0.08515,20.370527,2021-02-21 10:58:04.800,False,False,False,False,True,True,"[(np.float64(12.5), np.float64(15.75)), (np.float64(36.5), np.float64(39.75))]",[],"[(np.float64(0.0), np.float64(1.5)), (np.float64(21.75), np.float64(25.5)), (np.float64(45.75), np.float64(48.0))]"
ULTRASAT_SN_19698,62.684624,-50.3925,59046.945,0.11145,19.944468,2020-07-16 22:40:48.000,False,False,False,False,False,False,[],"[(np.float64(9.5), np.float64(11.5)), (np.float64(33.5), np.float64(35.5))]",[]
ULTRASAT_SN_19768,53.512653,-48.69548,59167.473,0.08185,18.547503,2020-11-14 11:21:07.200,False,False,False,False,False,False,[],"[(np.float64(13.5), np.float64(20.75)), (np.float64(37.5), np.float64(44.75))]",[]
ULTRASAT_SN_19846,245.13622,59.90264,59223.54,0.12075,20.810581,2021-01-09 12:57:36.000,False,False,False,False,True,True,"[(np.float64(12.5), np.float64(14.0)), (np.float64(36.5), np.float64(38.0))]",[],"[(np.float64(0.0), np.float64(0.0)), (np.float64(21.75), np.float64(24.0)), (np.float64(45.5), np.float64(48.0))]"
ULTRASAT_SN_19891,45.19972,-53.20667,59100.992,0.10865,19.115757,2020-09-08 23:48:28.800,False,False,False,False,False,False,[],"[(np.float64(3.5), np.float64(9.5)), (np.float64(27.5), np.float64(33.5))]",[]
ULTRASAT_SN_20056,237.48985,64.07309,59189.09,0.05285,18.069326,2020-12-06 02:09:36.000,False,False,False,False,False,False,[],[],"[(np.float64(10.0), np.float64(10.5)), (np.float64(34.0), np.float64(34.5))]"
ULTRASAT_SN_20113,259.42935,65.897064,59187.31,0.12195,19.497774,2020-12-04 07:26:24.000,False,False,False,False,False,False,[],[],"[(np.float64(18.5), np.float64(18.5)), (np.float64(42.5), np.float64(42.5))]"
ULTRASAT_SN_20166,50.050938,-44.388424,59030.715,0.12515,19.44696,2020-06-30 17:09:36.000,False,False,False,False,False,False,[],"[(np.float64(15.25), np.float64(17.0)), (np.float64(39.25), np.float64(41.0))]",[]
ULTRASAT_SN_20167,260.67758,64.0286,59186.99,0.10605,19.579018,2020-12-03 23:45:36.000,False,False,False,False,False,False,[],[],"[(np.float64(2.0), np.float64(2.25)), (np.float64(26.0), np.float64(26.0))]"
ULTRASAT_SN_20198,57.4816,-42.7896,59092.312,0.04705,19.8888,2020-08-31 07:29:16.800,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(2.0)), (np.float64(21.5), np.float64(26.0)), (np.float64(45.5), np.float64(48.0))]",[]
ULTRASAT_SN_20679,257.52164,65.58035,59168.5,0.12145,20.072824,2020-11-15 12:00:00.000,False,False,False,False,False,False,"[(np.float64(4.25), np.float64(4.5)), (np.float64(28.25), np.float64(28.5))]",[],"[(np.float64(14.0), np.float64(15.0)), (np.float64(38.0), np.float64(39.0))]"
ULTRASAT_SN_20728,252.38428,60.659492,59276.727,0.06755,18.816078,2021-03-03 17:26:52.800,False,False,False,False,False,False,"[(np.float64(5.0), np.float64(9.25)), (np.float64(29.0), np.float64(33.25))]",[],"[(np.float64(14.25), np.float64(19.0)), (np.float64(38.0), np.float64(43.0))]"
ULTRASAT_SN_20880,56.87552,-52.96271,59188.777,0.12925,19.664248,2020-12-05 18:38:52.800,False,False,False,False,False,False,[],"[(np.float64(6.5), np.float64(13.25)), (np.float64(30.5), np.float64(37.25))]",[]
ULTRASAT_SN_20962,47.45552,-48.717945,59086.613,0.07835,18.620207,2020-08-25 14:42:43.200,False,False,False,False,False,False,[],"[(np.float64(13.75), np.float64(19.0)), (np.float64(37.75), np.float64(43.0))]",[]
ULTRASAT_SN_21081,60.410824,-40.87248,59182.617,0.11555,19.457777,2020-11-29 14:48:28.800,False,False,False,False,False,False,[],"[(np.float64(10.25), np.float64(17.0)), (np.float64(34.25), np.float64(41.0))]",[]
ULTRASAT_SN_21259,253.82498,58.169285,59211.527,0.12785,20.448477,2020-12-28 12:38:52.800,False,False,False,False,True,True,"[(np.float64(14.25), np.float64(14.5)), (np.float64(38.0), np.float64(38.5))]",[],"[(np.float64(0.0), np.float64(0.25)), (np.float64(23.5), np.float64(24.25)), (np.float64(47.25), np.float64(48.0))]"
ULTRASAT_SN_21389,236.93901,57.971203,59211.88,0.09395,20.179386,2020-12-28 21:07:12.000,False,False,False,False,False,False,"[(np.float64(4.5), np.float64(6.0)), (np.float64(28.5), np.float64(30.0))]",[],"[(np.float64(13.75), np.float64(15.75)), (np.float64(37.75), np.float64(39.75))]"
ULTRASAT_SN_21894,245.51231,59.05333,59324.793,0.09975,19.476881,2021-04-20 19:01:55.200,True,True,False,False,False,False,"[(np.float64(0.0), np.float64(6.5)), (np.float64(23.75), np.float64(30.5)), (np.float64(47.75), np.float64(48.0))]",[],"[(np.float64(9.0), np.float64(16.25)), (np.float64(33.0), np.float64(40.0))]"
ULTRASAT_SN_21924,257.62506,66.22699,59259.344,0.12905,20.186842,2021-02-14 08:15:21.600,False,False,False,False,False,False,"[(np.float64(15.5), np.float64(18.5)), (np.float64(39.5), np.float64(42.5))]",[],"[(np.float64(0.5), np.float64(4.5)), (np.float64(24.5), np.float64(28.5))]"
ULTRASAT_SN_21952,247.3471,66.42772,59213.367,0.11135,19.159138,2020-12-30 08:48:28.800,False,False,False,False,False,False,"[(np.float64(17.25), np.float64(18.25)), (np.float64(41.25), np.float64(42.25))]",[],"[(np.float64(2.5), np.float64(4.25)), (np.float64(26.25), np.float64(28.25))]"
ULTRASAT_SN_22184,60.790745,-42.71774,59014.395,0.05235,17.93159,2020-06-14 09:28:48.000,False,False,False,False,False,False,[],[],[]
ULTRASAT_SN_22686,245.0622,55.354725,59265.543,0.06615,18.078192,2021-02-20 13:01:55.200,False,False,False,False,False,False,"[(np.float64(9.75), np.float64(13.75)), (np.float64(33.75), np.float64(37.75))]",[],"[(np.float64(19.0), np.float64(23.5)), (np.float64(43.0), np.float64(47.5))]"
ULTRASAT_SN_22711,48.15082,-41.406036,59174.21,0.07225,19.714653,2020-11-21 05:02:24.000,False,False,True,True,False,False,[],"[(np.float64(0.0), np.float64(3.0)), (np.float64(20.0), np.float64(27.0)), (np.float64(44.0), np.float64(48.0))]",[]
ULTRASAT_SN_22713,255.03139,57.151928,59332.58,0.09685,19.14517,2021-04-28 13:55:12.000,False,False,False,False,False,False,"[(np.float64(5.0), np.float64(11.5)), (np.float64(29.0), np.float64(35.5))]",[],"[(np.float64(14.25), np.float64(21.0)), (np.float64(38.25), np.float64(45.0))]"
ULTRASAT_SN_23243,253.2641,63.554726,59195.18,0.12055,19.519121,2020-12-12 04:19:12.000,False,False,False,False,False,False,[],[],"[(np.float64(8.5), np.float64(8.5)), (np.float64(32.5), np.float64(32.5))]"
ULTRASAT_SN_23422,235.55617,66.530975,59177.664,0.11375,19.725882,2020-11-24 15:56:09.600,False,False,False,False,False,False,[],[],"[(np.float64(20.75), np.float64(20.75)), (np.float64(44.75), np.float64(44.75))]"
